Name,CGPA,Budget_Preference,Education_Level,Country_Preference,Domain_Area,Scholarship_Name,Scholarship_Type,Scholarship_Budget,Education_Preference,Country_of_Scholarship,Eligible_Domain,Target
Person2956,3.42,6500,PhD,Canada,History,Scholarship2956,Merit-Based,4500,Master,Australia,History,0
Person1286,3.33,3000,Bachelor,UK,Electrical Engineering,Scholarship1286,Need-Based,500,Master,USA,Medical Research,0
Person2627,3.73,6500,Bachelor,Australia,Business Administration,Scholarship2627,Merit-Based,7000,Master,Australia,Electrical Engineering,0
Person2400,3.26,4000,Bachelor,USA,Medical Research,Scholarship2400,Merit-Based,8500,PhD,USA,Medical Research,0
Person1867,3.45,5000,Master,USA,Physics,Scholarship1867,Merit-Based,9500,PhD,Canada,Computer Science,0
Person2209,2.54,5500,Bachelor,Canada,Business Administration,Scholarship2209,Need-Based,4000,Master,Australia,History,0
Person1790,2.85,2500,Master,UK,Physics,Scholarship1790,Merit-Based,8500,PhD,UK,Computer Science,0
Person1957,2.91,3500,Bachelor,Canada,Computer Science,Scholarship1957,Need-Based,2000,Master,UK,History,0
Person622,3.47,2500,PhD,Australia,Computer Science,Scholarship622,Merit-Based,4000,Master,USA,Medical Research,0
Person2143,3.21,8500,Master,UK,Electrical Engineering,Scholarship2143,Merit-Based,2500,PhD,Australia,Medical Research,0
Person625,2.6,8000,Bachelor,Australia,Fine Arts,Scholarship625,Merit-Based,6000,Bachelor,Australia,Finance,0
Person2147,3.27,9000,PhD,UK,Chemistry,Scholarship2147,Merit-Based,7000,Bachelor,UK,Business Administration,0
Person327,3.35,5500,Master,Australia,Chemistry,Scholarship327,Need-Based,5000,PhD,USA,Finance,0
Person1155,2.86,2000,Master,UK,Medical Science,Scholarship1155,Need-Based,3000,PhD,USA,Fine Arts,0
Person2181,3.09,2000,Master,Canada,Medical Research,Scholarship2181,Merit-Based,9000,Bachelor,UK,Chemistry,0
Person2534,3.32,6000,PhD,Canada,Finance,Scholarship2534,Merit-Based,9000,Master,Australia,Electrical Engineering,0
Person541,3.74,4500,PhD,USA,Physics,Scholarship541,Merit-Based,500,Master,Australia,Finance,0
Person1328,3.96,1000,PhD,USA,Fine Arts,Scholarship1328,Need-Based,500,PhD,Australia,Physics,0
Person1071,3.97,5000,PhD,Australia,Medical Science,Scholarship1071,Need-Based,8500,PhD,USA,History,0
Person1364,3.64,5000,PhD,Canada,Chemistry,Scholarship1364,Need-Based,8000,PhD,USA,Fine Arts,0
Person1451,2.75,8000,PhD,UK,Business Administration,Scholarship1451,Need-Based,9000,Master,USA,Electrical Engineering,0
Person22,3.68,1000,PhD,Australia,Medical Science,Scholarship22,Need-Based,6000,Bachelor,USA,Finance,0
Person424,3.16,3500,Bachelor,UK,History,Scholarship424,Need-Based,5500,PhD,Australia,Computer Science,0
Person1564,3.66,7500,Bachelor,USA,Fine Arts,Scholarship1564,Need-Based,4500,PhD,UK,Business Administration,0
Person1133,2.82,500,Master,Australia,Chemistry,Scholarship1133,Need-Based,6500,Master,Canada,Electrical Engineering,0
Person339,2.7,3000,Bachelor,Canada,Physics,Scholarship339,Merit-Based,7000,PhD,Canada,History,0
Person2064,2.89,7000,Bachelor,Canada,Fine Arts,Scholarship2064,Merit-Based,2000,Master,Canada,Computer Science,0
Person6,2.52,8500,Master,USA,Computer Science,Scholarship6,Need-Based,6000,PhD,Australia,Chemistry,0
Person1144,2.72,4000,PhD,Australia,Medical Science,Scholarship1144,Merit-Based,5000,Master,UK,Physics,0
Person1337,3.01,4000,Bachelor,USA,Finance,Scholarship1337,Merit-Based,1500,Master,Canada,Business Administration,0
Person165,3.01,7500,PhD,USA,Fine Arts,Scholarship165,Merit-Based,5500,Master,UK,Physics,0
Person575,2.9,9000,Bachelor,USA,Finance,Scholarship575,Need-Based,500,PhD,Canada,Finance,0
Person1428,3.45,6000,Bachelor,Canada,Electrical Engineering,Scholarship1428,Merit-Based,2500,Master,Canada,Chemistry,0
Person357,2.98,8500,Master,Canada,Chemistry,Scholarship357,Need-Based,4000,PhD,USA,Fine Arts,0
Person547,2.58,1500,Bachelor,UK,Physics,Scholarship547,Merit-Based,8500,Master,Canada,Medical Science,0
Person2673,3.39,4500,Bachelor,Australia,Medical Science,Scholarship2673,Merit-Based,9500,Master,USA,Chemistry,0
Person1536,2.94,9500,PhD,UK,Business Administration,Scholarship1536,Need-Based,4500,Master,USA,Finance,0
Person1807,2.98,4000,PhD,USA,Medical Research,Scholarship1807,Merit-Based,5000,Bachelor,UK,Chemistry,0
Person668,3.83,8000,Master,USA,Computer Science,Scholarship668,Need-Based,6500,Bachelor,UK,Chemistry,0
Person2388,3.38,3000,PhD,USA,Medical Science,Scholarship2388,Need-Based,500,Master,UK,Medical Research,0
Person567,3.32,8000,Master,Australia,Electrical Engineering,Scholarship567,Merit-Based,1000,PhD,Canada,History,0
Person933,3.08,7000,PhD,USA,Finance,Scholarship933,Need-Based,9500,Bachelor,Canada,Finance,0
Person2296,2.55,7500,PhD,UK,Finance,Scholarship2296,Need-Based,4500,Bachelor,Australia,Finance,0
Person807,3.8,5500,PhD,Australia,Medical Science,Scholarship807,Need-Based,7500,Bachelor,Canada,History,0
Person2982,3.01,6500,Master,Canada,Fine Arts,Scholarship2982,Merit-Based,7500,Master,UK,Fine Arts,1
Person948,2.68,7000,Master,UK,Chemistry,Scholarship948,Merit-Based,9500,Bachelor,USA,History,0
Person526,3.2,7500,Master,USA,Fine Arts,Scholarship526,Need-Based,1000,Master,Australia,Chemistry,0
Person2701,3.73,8500,Bachelor,USA,Fine Arts,Scholarship2701,Need-Based,9000,Bachelor,Australia,Finance,0
Person1142,3.34,7000,PhD,Canada,Computer Science,Scholarship1142,Merit-Based,2500,Master,Canada,Electrical Engineering,0
Person2353,3.15,500,PhD,Canada,Fine Arts,Scholarship2353,Need-Based,500,Master,Australia,Medical Science,0
Person1475,3.43,6000,Bachelor,UK,Finance,Scholarship1475,Merit-Based,2500,Bachelor,Australia,Computer Science,0
Person2941,3.95,8000,Bachelor,Australia,Fine Arts,Scholarship2941,Need-Based,8500,Bachelor,USA,Computer Science,0
Person2755,3.18,6500,PhD,UK,Finance,Scholarship2755,Merit-Based,2000,Master,USA,Medical Research,0
Person1926,3.93,5500,PhD,UK,Electrical Engineering,Scholarship1926,Merit-Based,3000,PhD,Australia,Medical Science,0
Person2223,3.52,6500,Master,Canada,Computer Science,Scholarship2223,Need-Based,8500,Master,Australia,Chemistry,0
Person2308,3.41,1500,Bachelor,Australia,Business Administration,Scholarship2308,Need-Based,4500,Bachelor,UK,Chemistry,0
Person1373,2.51,8500,Master,UK,Business Administration,Scholarship1373,Merit-Based,3000,Master,Canada,Medical Science,0
Person1773,3.15,6500,Master,Canada,Computer Science,Scholarship1773,Need-Based,3500,Master,UK,Medical Science,0
Person2249,3.97,8000,PhD,Australia,Business Administration,Scholarship2249,Merit-Based,8000,Bachelor,Canada,Electrical Engineering,0
Person2519,3.54,8500,Bachelor,Australia,History,Scholarship2519,Merit-Based,6000,PhD,USA,Finance,0
Person785,2.59,1000,Bachelor,Australia,Medical Science,Scholarship785,Need-Based,2500,Bachelor,Canada,Electrical Engineering,0
Person1446,3.36,1000,PhD,Canada,Finance,Scholarship1446,Need-Based,8000,PhD,USA,Finance,1
Person2347,2.95,9500,Bachelor,USA,Physics,Scholarship2347,Merit-Based,3500,Bachelor,Australia,History,0
Person2464,3.95,3000,Master,Australia,Finance,Scholarship2464,Need-Based,4500,Master,Canada,Medical Research,0
Person321,3.1,9000,Bachelor,Australia,Fine Arts,Scholarship321,Need-Based,4500,Bachelor,USA,Finance,0
Person732,3.42,8500,Master,Canada,Computer Science,Scholarship732,Merit-Based,3000,Master,UK,Physics,0
Person1740,2.92,5000,Bachelor,Canada,Medical Science,Scholarship1740,Merit-Based,1000,Master,USA,Fine Arts,0
Person870,3.69,1500,PhD,Australia,Physics,Scholarship870,Need-Based,5000,PhD,Australia,Computer Science,0
Person1605,3.32,3500,Bachelor,Canada,Computer Science,Scholarship1605,Need-Based,7000,Bachelor,Canada,Electrical Engineering,0
Person2962,3.68,7000,Master,Canada,Chemistry,Scholarship2962,Merit-Based,6000,Master,Canada,Medical Research,0
Person808,2.86,8000,Bachelor,Canada,History,Scholarship808,Merit-Based,5500,Master,Canada,Computer Science,0
Person2523,3.13,6000,PhD,USA,History,Scholarship2523,Need-Based,3000,Master,UK,Chemistry,0
Person874,3.66,3500,Bachelor,UK,Business Administration,Scholarship874,Merit-Based,7000,Bachelor,UK,Physics,0
Person2909,2.81,500,Master,Canada,Medical Science,Scholarship2909,Need-Based,5000,PhD,UK,Medical Science,0
Person552,3.53,4000,Bachelor,Canada,Fine Arts,Scholarship552,Need-Based,7000,Master,Canada,Chemistry,0
Person910,2.6,7500,PhD,Canada,Physics,Scholarship910,Merit-Based,9000,Bachelor,Canada,Computer Science,0
Person788,2.91,6500,Bachelor,Canada,History,Scholarship788,Merit-Based,8500,Master,UK,Medical Science,0
Person1141,3.22,2000,Bachelor,Australia,Finance,Scholarship1141,Need-Based,1500,PhD,Australia,Computer Science,0
Person766,3.45,2000,Bachelor,Canada,Electrical Engineering,Scholarship766,Need-Based,8500,Bachelor,Canada,Business Administration,0
Person2754,3.7,5000,Master,Australia,Electrical Engineering,Scholarship2754,Merit-Based,6500,PhD,USA,Business Administration,0
Person893,2.53,9000,Master,UK,Physics,Scholarship893,Merit-Based,1000,Master,Canada,Fine Arts,0
Person346,2.69,4500,PhD,Australia,Computer Science,Scholarship346,Need-Based,3000,PhD,Canada,Business Administration,0
Person198,2.6,1500,Bachelor,USA,Medical Science,Scholarship198,Need-Based,7500,Master,UK,Computer Science,0
Person1035,2.85,1000,PhD,USA,Business Administration,Scholarship1035,Merit-Based,6000,PhD,Canada,Business Administration,1
Person2907,3.73,6500,Bachelor,Canada,Medical Research,Scholarship2907,Need-Based,4000,Bachelor,UK,Medical Science,0
Person515,3.0,7000,Master,USA,Medical Research,Scholarship515,Merit-Based,1500,PhD,Australia,Chemistry,0
Person2391,3.18,8500,Bachelor,Australia,Medical Research,Scholarship2391,Merit-Based,4000,PhD,USA,History,0
Person2438,3.58,8500,Bachelor,Canada,History,Scholarship2438,Need-Based,8000,Master,Canada,Computer Science,0
Person1136,2.78,500,Master,UK,Medical Research,Scholarship1136,Need-Based,3000,PhD,Australia,Electrical Engineering,0
Person2429,3.77,2000,Bachelor,Australia,Computer Science,Scholarship2429,Merit-Based,2500,PhD,Canada,Finance,0
Person2545,3.59,6500,PhD,Canada,Fine Arts,Scholarship2545,Need-Based,500,Master,USA,Fine Arts,0
Person1779,3.4,5000,Master,Canada,Medical Research,Scholarship1779,Merit-Based,9500,Bachelor,Canada,Medical Research,0
Person276,3.76,1000,PhD,Canada,Finance,Scholarship276,Merit-Based,8500,PhD,USA,Physics,0
Person349,2.57,5500,Bachelor,Canada,Business Administration,Scholarship349,Merit-Based,4000,PhD,Canada,Business Administration,0
Person2374,3.69,6500,PhD,UK,History,Scholarship2374,Merit-Based,8500,Bachelor,UK,History,0
Person2446,2.85,7000,Bachelor,Canada,Finance,Scholarship2446,Merit-Based,4000,Bachelor,USA,Physics,0
Person399,3.74,3500,Bachelor,Australia,Business Administration,Scholarship399,Need-Based,1500,Master,USA,History,0
Person86,3.37,6500,Bachelor,USA,Finance,Scholarship86,Merit-Based,5500,PhD,Australia,History,0
Person797,3.98,9000,Bachelor,USA,History,Scholarship797,Merit-Based,1000,PhD,Australia,Finance,0
Person2682,3.51,6500,Bachelor,UK,Physics,Scholarship2682,Need-Based,3000,Master,Australia,Medical Research,0
Person1517,2.67,8500,PhD,UK,History,Scholarship1517,Merit-Based,4000,Master,Canada,Business Administration,0
Person702,3.65,2000,Master,Canada,Computer Science,Scholarship702,Merit-Based,8500,PhD,Canada,History,0
Person1604,3.62,4000,Bachelor,USA,History,Scholarship1604,Merit-Based,9500,Master,Australia,Finance,0
Person124,2.63,6500,Bachelor,UK,Physics,Scholarship124,Merit-Based,8000,Bachelor,UK,History,0
Person1590,3.35,3000,Bachelor,UK,Fine Arts,Scholarship1590,Merit-Based,1000,Bachelor,Australia,Finance,0
Person2113,3.63,7000,Bachelor,UK,Fine Arts,Scholarship2113,Merit-Based,8500,Master,USA,Computer Science,0
Person697,3.54,8500,Bachelor,USA,Electrical Engineering,Scholarship697,Need-Based,7500,PhD,Canada,Computer Science,0
Person2148,2.71,8500,Bachelor,Australia,Physics,Scholarship2148,Need-Based,2500,PhD,USA,Chemistry,0
Person410,3.95,1500,Master,USA,Medical Science,Scholarship410,Need-Based,3000,PhD,Australia,Computer Science,0
Person1752,3.86,3000,Master,Canada,Physics,Scholarship1752,Merit-Based,8500,Master,UK,Chemistry,0
Person324,3.45,4000,Master,USA,Medical Research,Scholarship324,Need-Based,5000,Master,USA,Physics,0
Person2951,2.9,1000,Bachelor,Canada,Electrical Engineering,Scholarship2951,Merit-Based,7000,Bachelor,UK,Medical Research,0
Person2858,2.74,5000,Master,UK,Business Administration,Scholarship2858,Need-Based,3500,Bachelor,Australia,Finance,0
Person1468,3.07,8500,Master,USA,Computer Science,Scholarship1468,Merit-Based,8000,Master,Australia,Electrical Engineering,0
Person2973,3.05,3500,PhD,Australia,Medical Research,Scholarship2973,Need-Based,7500,PhD,Australia,Electrical Engineering,0
Person2689,3.87,2000,Bachelor,USA,Fine Arts,Scholarship2689,Need-Based,4000,PhD,USA,Electrical Engineering,0
Person2184,3.62,4000,PhD,Canada,Chemistry,Scholarship2184,Merit-Based,3500,PhD,Australia,Medical Science,0
Person710,2.85,7500,Bachelor,Canada,Physics,Scholarship710,Merit-Based,9000,Bachelor,Australia,Medical Research,0
Person65,2.81,7000,Bachelor,Canada,Chemistry,Scholarship65,Merit-Based,3000,Master,Canada,Chemistry,0
Person723,2.94,2000,Master,Canada,Computer Science,Scholarship723,Need-Based,7000,Bachelor,UK,Business Administration,0
Person1862,2.68,9000,Master,USA,Chemistry,Scholarship1862,Merit-Based,1500,Master,UK,Chemistry,1
Person1406,3.98,5000,Bachelor,Australia,History,Scholarship1406,Need-Based,8500,Master,USA,Finance,0
Person914,2.63,4500,Bachelor,USA,Physics,Scholarship914,Need-Based,5000,Master,UK,Medical Research,0
Person859,2.57,9000,Master,USA,Medical Science,Scholarship859,Merit-Based,5500,PhD,UK,Business Administration,0
Person427,2.78,2000,PhD,UK,History,Scholarship427,Need-Based,6000,PhD,UK,Medical Science,0
Person397,3.31,7500,PhD,Australia,Physics,Scholarship397,Merit-Based,4000,Bachelor,USA,Chemistry,0
Person139,3.71,9500,Bachelor,Canada,Physics,Scholarship139,Need-Based,3000,Bachelor,Australia,Electrical Engineering,0
Person1232,3.54,8000,PhD,USA,Computer Science,Scholarship1232,Merit-Based,7000,Master,Canada,Medical Science,0
Person1579,2.86,2500,Master,Canada,Fine Arts,Scholarship1579,Merit-Based,4500,Bachelor,Australia,Medical Research,0
Person222,3.37,1500,Master,Australia,Electrical Engineering,Scholarship222,Merit-Based,3500,Master,Canada,Physics,0
Person1171,2.98,9000,Master,UK,Medical Science,Scholarship1171,Need-Based,7500,PhD,Australia,Fine Arts,0
Person1827,3.37,1500,Bachelor,UK,Electrical Engineering,Scholarship1827,Need-Based,4500,PhD,UK,Fine Arts,0
Person2154,3.28,5500,Bachelor,USA,History,Scholarship2154,Need-Based,1000,Bachelor,USA,Finance,0
Person2390,3.93,4000,PhD,USA,Electrical Engineering,Scholarship2390,Merit-Based,6500,Master,Canada,Finance,0
Person922,3.98,4000,PhD,Australia,Computer Science,Scholarship922,Need-Based,6500,PhD,UK,Medical Research,0
Person1520,2.57,5000,Master,Australia,Fine Arts,Scholarship1520,Merit-Based,2000,Bachelor,UK,Medical Science,0
Person1902,3.79,3500,Master,USA,Medical Science,Scholarship1902,Need-Based,7500,Bachelor,USA,Electrical Engineering,0
Person1336,3.7,5500,PhD,Australia,Electrical Engineering,Scholarship1336,Merit-Based,8000,Bachelor,Australia,History,0
Person1979,3.87,7000,Master,Australia,Fine Arts,Scholarship1979,Merit-Based,9000,Master,Australia,Fine Arts,1
Person2206,3.97,9500,PhD,USA,History,Scholarship2206,Need-Based,6000,PhD,UK,Physics,0
Person1194,3.56,1000,Bachelor,Canada,Medical Research,Scholarship1194,Need-Based,3000,PhD,Australia,Chemistry,0
Person1777,3.69,9000,PhD,Australia,Chemistry,Scholarship1777,Merit-Based,500,Bachelor,UK,Physics,0
Person2169,3.54,500,PhD,UK,Chemistry,Scholarship2169,Need-Based,1500,PhD,UK,History,0
Person294,3.84,4000,PhD,USA,Business Administration,Scholarship294,Need-Based,1000,Bachelor,USA,Medical Science,0
Person2132,3.83,1500,Bachelor,USA,Chemistry,Scholarship2132,Need-Based,6000,Master,Canada,Electrical Engineering,0
Person2457,2.75,500,PhD,USA,History,Scholarship2457,Merit-Based,2500,PhD,Canada,Fine Arts,0
Person633,2.87,3500,PhD,Australia,Finance,Scholarship633,Need-Based,8500,Bachelor,USA,History,0
Person1458,2.97,5000,PhD,Canada,Fine Arts,Scholarship1458,Need-Based,4500,Bachelor,Canada,History,0
Person560,3.12,7500,Master,Australia,Chemistry,Scholarship560,Need-Based,1000,PhD,Canada,Medical Research,0
Person528,3.23,6500,Master,USA,History,Scholarship528,Need-Based,3500,Bachelor,Canada,Business Administration,0
Person1309,3.16,9500,PhD,USA,Electrical Engineering,Scholarship1309,Need-Based,6000,PhD,UK,Medical Research,0
Person2050,3.84,2500,Bachelor,USA,Fine Arts,Scholarship2050,Merit-Based,3000,Master,Australia,Electrical Engineering,0
Person826,3.84,5500,PhD,Canada,Physics,Scholarship826,Need-Based,2500,PhD,USA,Medical Research,0
Person653,2.99,9500,Bachelor,UK,Electrical Engineering,Scholarship653,Merit-Based,6000,Bachelor,Canada,Computer Science,0
Person2896,3.81,500,Master,Australia,Chemistry,Scholarship2896,Merit-Based,500,Master,Australia,Medical Research,0
Person2917,2.82,1500,Bachelor,Canada,Finance,Scholarship2917,Need-Based,8500,Bachelor,Australia,Electrical Engineering,0
Person1015,3.81,5000,Bachelor,Canada,Medical Science,Scholarship1015,Need-Based,6500,PhD,Canada,Physics,0
Person2443,3.51,5500,PhD,USA,Finance,Scholarship2443,Need-Based,4000,Master,Canada,Physics,0
Person2695,3.63,4000,Master,Canada,Medical Research,Scholarship2695,Merit-Based,3500,Master,Australia,Fine Arts,0
Person2919,3.23,8500,PhD,UK,Computer Science,Scholarship2919,Merit-Based,3000,Bachelor,USA,Electrical Engineering,0
Person1734,3.96,2000,PhD,USA,Fine Arts,Scholarship1734,Need-Based,500,Master,Canada,Electrical Engineering,0
Person113,3.11,5500,PhD,Canada,Medical Science,Scholarship113,Need-Based,7500,Master,UK,Fine Arts,0
Person2600,3.59,2000,PhD,Canada,Finance,Scholarship2600,Need-Based,4000,Bachelor,Canada,History,0
Person2419,3.5,8500,PhD,UK,Electrical Engineering,Scholarship2419,Need-Based,8000,Master,USA,Medical Science,0
Person2201,2.66,500,Bachelor,UK,Finance,Scholarship2201,Merit-Based,2500,Master,USA,Business Administration,0
Person2609,2.76,1000,Bachelor,USA,Business Administration,Scholarship2609,Need-Based,2000,Master,Australia,Medical Science,0
Person740,3.97,5000,PhD,Australia,Computer Science,Scholarship740,Merit-Based,4500,Bachelor,USA,Electrical Engineering,0
Person2274,3.26,1500,Bachelor,Australia,Electrical Engineering,Scholarship2274,Merit-Based,6000,Master,Canada,Finance,0
Person2276,3.22,3500,Master,UK,History,Scholarship2276,Merit-Based,5000,Bachelor,USA,Chemistry,0
Person1791,3.32,3500,Bachelor,USA,Medical Research,Scholarship1791,Merit-Based,1500,PhD,USA,Finance,0
Person2893,3.83,6500,Master,Australia,Physics,Scholarship2893,Need-Based,1000,Bachelor,Canada,Finance,0
Person284,2.98,9500,PhD,UK,Business Administration,Scholarship284,Merit-Based,3500,Master,Australia,Electrical Engineering,0
Person2489,3.03,1500,Bachelor,UK,Medical Science,Scholarship2489,Merit-Based,2000,PhD,Australia,Finance,0
Person1098,3.77,7500,Master,Australia,Physics,Scholarship1098,Need-Based,5500,PhD,Canada,Medical Research,0
Person2500,2.71,3500,Bachelor,Australia,Physics,Scholarship2500,Merit-Based,9000,Bachelor,Australia,Physics,1
Person2560,3.44,2000,Bachelor,Australia,Computer Science,Scholarship2560,Merit-Based,500,PhD,USA,Computer Science,0
Person2439,3.52,6500,Bachelor,Canada,Electrical Engineering,Scholarship2439,Merit-Based,4500,PhD,UK,Fine Arts,0
Person451,2.6,7000,Master,USA,Physics,Scholarship451,Need-Based,8000,Master,USA,Chemistry,0
Person1379,3.46,8500,Bachelor,USA,Medical Science,Scholarship1379,Merit-Based,7000,Bachelor,Canada,Electrical Engineering,0
Person1281,3.04,5000,PhD,USA,Business Administration,Scholarship1281,Merit-Based,4500,Bachelor,Australia,Medical Research,0
Person2006,3.71,1000,Bachelor,Australia,Medical Research,Scholarship2006,Merit-Based,8000,Master,Canada,Medical Research,0
Person361,3.53,7500,Master,Canada,Electrical Engineering,Scholarship361,Merit-Based,9500,Master,USA,Medical Research,0
Person2597,2.74,4500,PhD,Canada,Finance,Scholarship2597,Merit-Based,4000,Bachelor,USA,Chemistry,0
Person1682,3.02,6500,Master,Canada,Chemistry,Scholarship1682,Merit-Based,1500,Master,UK,Fine Arts,0
Person1103,3.77,9500,Master,Australia,Physics,Scholarship1103,Need-Based,1000,Master,UK,Medical Science,0
Person716,2.8,6000,PhD,USA,Business Administration,Scholarship716,Need-Based,5000,PhD,Australia,Electrical Engineering,0
Person654,2.82,4000,PhD,UK,Fine Arts,Scholarship654,Merit-Based,3000,Master,USA,Physics,0
Person2750,2.98,2000,Master,UK,Business Administration,Scholarship2750,Need-Based,5000,Master,USA,Computer Science,0
Person2067,2.83,8500,Master,Australia,Medical Research,Scholarship2067,Need-Based,9000,Bachelor,Canada,Medical Science,0
Person368,3.61,2500,Bachelor,USA,Fine Arts,Scholarship368,Need-Based,5000,Master,Australia,Medical Science,0
Person67,3.92,7500,Master,Australia,Computer Science,Scholarship67,Need-Based,8500,Master,UK,Medical Science,0
Person290,2.79,9000,Master,Canada,Physics,Scholarship290,Merit-Based,7500,Master,UK,Business Administration,0
Person2116,3.78,6500,Master,USA,Medical Research,Scholarship2116,Need-Based,500,Bachelor,Australia,Medical Science,0
Person719,3.29,500,PhD,UK,Medical Research,Scholarship719,Need-Based,3500,Bachelor,UK,Medical Science,0
Person1241,2.64,3500,PhD,UK,History,Scholarship1241,Need-Based,5000,Master,USA,Business Administration,0
Person232,3.26,7000,Master,UK,Computer Science,Scholarship232,Need-Based,9000,Master,UK,Physics,0
Person2643,3.43,3000,Bachelor,Australia,History,Scholarship2643,Merit-Based,5000,PhD,UK,Physics,0
Person2459,3.68,7000,Bachelor,UK,Medical Science,Scholarship2459,Merit-Based,5500,Master,Canada,Business Administration,0
Person341,3.61,3500,Bachelor,Canada,Fine Arts,Scholarship341,Merit-Based,6500,Master,Australia,Medical Science,0
Person1250,2.76,6000,PhD,USA,Finance,Scholarship1250,Merit-Based,3500,Bachelor,Australia,Medical Science,0
Person88,2.63,2500,PhD,Canada,Computer Science,Scholarship88,Need-Based,6000,PhD,Australia,Medical Research,0
Person117,2.67,6000,PhD,Australia,Business Administration,Scholarship117,Need-Based,3500,Bachelor,UK,Medical Science,0
Person1697,3.26,2500,Bachelor,Canada,Medical Research,Scholarship1697,Merit-Based,2000,Bachelor,UK,Medical Science,0
Person2277,2.66,2000,Master,Canada,Chemistry,Scholarship2277,Need-Based,6500,Master,Canada,Computer Science,0
Person1169,4.0,6500,PhD,Australia,Medical Research,Scholarship1169,Need-Based,8500,Bachelor,Canada,Electrical Engineering,0
Person1392,3.55,8000,Bachelor,Australia,Fine Arts,Scholarship1392,Need-Based,2000,Master,USA,Business Administration,0
Person122,3.48,9500,PhD,Canada,Physics,Scholarship122,Need-Based,7500,PhD,Canada,History,0
Person868,3.81,8500,PhD,Australia,Finance,Scholarship868,Merit-Based,8500,Bachelor,UK,Computer Science,0
Person2905,3.79,3000,Bachelor,UK,Computer Science,Scholarship2905,Need-Based,1500,PhD,UK,History,0
Person442,3.05,8000,Bachelor,USA,Electrical Engineering,Scholarship442,Merit-Based,500,PhD,USA,Fine Arts,0
Person1118,3.39,6500,PhD,Australia,Chemistry,Scholarship1118,Need-Based,7500,Bachelor,Australia,Business Administration,0
Person2904,2.72,8000,Bachelor,UK,Fine Arts,Scholarship2904,Merit-Based,2500,PhD,Canada,Physics,0
Person2310,3.71,7000,Master,Canada,Chemistry,Scholarship2310,Need-Based,500,Bachelor,Canada,Electrical Engineering,0
Person1775,2.57,3000,PhD,Canada,History,Scholarship1775,Need-Based,8500,PhD,Australia,Finance,0
Person2765,2.66,5500,PhD,Canada,Physics,Scholarship2765,Need-Based,8000,PhD,Australia,Finance,0
Person443,3.6,9500,PhD,UK,Physics,Scholarship443,Merit-Based,4000,Bachelor,Australia,Fine Arts,0
Person446,3.17,500,Master,Canada,Finance,Scholarship446,Merit-Based,9000,Master,USA,Computer Science,0
Person1789,3.5,1500,Master,Australia,Finance,Scholarship1789,Need-Based,8000,Bachelor,Australia,History,0
Person372,3.57,4500,Master,UK,History,Scholarship372,Need-Based,8000,Bachelor,UK,Medical Science,0
Person2959,3.82,500,Bachelor,Canada,Computer Science,Scholarship2959,Merit-Based,500,Bachelor,Canada,Electrical Engineering,0
Person2663,3.24,3500,Bachelor,USA,Computer Science,Scholarship2663,Merit-Based,8500,PhD,USA,History,0
Person1737,3.0,9000,Master,UK,Computer Science,Scholarship1737,Need-Based,5500,PhD,Canada,Fine Arts,0
Person2244,3.49,2000,Master,UK,Fine Arts,Scholarship2244,Merit-Based,7500,Master,Canada,Physics,0
Person1660,3.11,500,PhD,UK,Physics,Scholarship1660,Need-Based,4000,PhD,Canada,Fine Arts,0
Person1639,2.7,4000,Bachelor,Australia,Medical Science,Scholarship1639,Merit-Based,7500,PhD,USA,Medical Science,0
Person1362,2.52,3000,Master,Australia,Medical Science,Scholarship1362,Need-Based,7500,Master,UK,Medical Science,1
Person184,3.17,4500,Bachelor,Australia,Physics,Scholarship184,Need-Based,9000,PhD,Canada,Computer Science,0
Person1801,2.63,7000,PhD,UK,Chemistry,Scholarship1801,Need-Based,4500,Bachelor,Australia,Chemistry,0
Person1469,3.39,7500,Master,Canada,Computer Science,Scholarship1469,Need-Based,8500,Master,USA,Computer Science,1
Person2758,3.9,4500,PhD,Canada,Finance,Scholarship2758,Merit-Based,4000,Master,Australia,Medical Science,0
Person190,3.25,6500,PhD,USA,Chemistry,Scholarship190,Merit-Based,7500,PhD,UK,Business Administration,0
Person406,3.71,8500,Bachelor,USA,Computer Science,Scholarship406,Need-Based,1500,PhD,Australia,Medical Science,0
Person37,3.43,9000,Master,Australia,Medical Research,Scholarship37,Need-Based,500,PhD,Canada,Physics,0
Person891,2.59,9000,PhD,UK,Finance,Scholarship891,Merit-Based,1000,Master,Canada,Physics,0
Person189,2.91,7500,Master,UK,Business Administration,Scholarship189,Need-Based,6500,Master,Australia,Medical Research,0
Person927,3.64,6000,PhD,Canada,Business Administration,Scholarship927,Need-Based,4000,Master,Australia,Physics,0
Person2775,3.57,2000,Master,USA,Medical Research,Scholarship2775,Need-Based,8000,Bachelor,Canada,Physics,0
Person652,2.66,8000,PhD,UK,Chemistry,Scholarship652,Merit-Based,5500,PhD,UK,Business Administration,0
Person1924,3.97,4500,PhD,USA,Medical Research,Scholarship1924,Need-Based,6500,Bachelor,USA,Fine Arts,0
Person2234,2.6,7500,PhD,UK,Electrical Engineering,Scholarship2234,Merit-Based,2500,PhD,UK,Finance,0
Person303,2.57,7500,PhD,UK,History,Scholarship303,Merit-Based,9500,Master,Canada,Chemistry,0
